Recipient,Armament category,Delivery year,Total TIV
South Korea,Aircraft,2003,310.0
South Korea,Aircraft,2004,310.0
South Korea,Armoured vehicles,1995,18.36
South Korea,Armoured vehicles,1996,40.8
South Korea,Armoured vehicles,1997,40.8
South Korea,Armoured vehicles,1998,40.8
South Korea,Missiles,1998,29.7
South Korea,Missiles,1990,90.0
South Korea,Artillery,1990,20.0
South Korea,Missiles,2008,13.75
South Korea,Missiles,2006,22.5
South Korea,Missiles,2007,22.5
South Korea,Engines,2008,11.0
South Korea,Engines,2006,22.0
South Korea,Engines,2007,26.4
South Korea,Aircraft,2019,35.0
South Korea,Aircraft,2020,105.0
South Korea,Engines,2014,15.0
South Korea,Engines,2013,9.0
South Korea,Engines,2012,3.0
South Korea,Engines,2011,21.0
South Korea,Engines,2008,3.0
South Korea,Engines,2018,3.0
South Korea,Missiles,2005,1.0
South Korea,Missiles,2008,15.9
South Korea,Missiles,2007,15.9
South Korea,Missiles,2006,15.9
South Korea,Missiles,2010,2.8
South Korea,Missiles,2011,2.8
South Korea,Missiles,2012,0.6
South Korea,Missiles,2011,7.2
South Korea,Missiles,2014,15.6
South Korea,Missiles,2015,51.6
South Korea,Missiles,2012,18.6
South Korea,Missiles,2012,0.54
South Korea,Missiles,2013,9.36
South Korea,Missiles,2013,3.0
South Korea,Missiles,2011,2.14
South Korea,Missiles,2016,11.0
South Korea,Missiles,2017,5.0
South Korea,Missiles,2018,2.0
South Korea,Missiles,2016,5.0
South Korea,Missiles,2017,9.4
South Korea,Missiles,2013,5.7
South Korea,Engines,2014,2.2
South Korea,Missiles,2015,7.5
South Korea,Missiles,2016,7.5
South Korea,Aircraft,1991,60.0
South Korea,Aircraft,1992,30.0
South Korea,Aircraft,1990,8.56
South Korea,Missiles,1992,2.04
South Korea,Missiles,1990,2.5
South Korea,Missiles,1991,2.5
South Korea,Missiles,1990,19.8
South Korea,Missiles,1990,6.08
South Korea,Engines,1990,42.0
South Korea,Engines,1993,42.0
South Korea,Missiles,1991,22.5
South Korea,Missiles,1990,22.5
South Korea,Aircraft,1990,75.6
South Korea,Sensors,1992,11.0
South Korea,Sensors,1993,11.0
South Korea,Sensors,1994,11.0
South Korea,Aircraft,1990,168.0
South Korea,Aircraft,1991,56.0
South Korea,Missiles,1998,4.8
South Korea,Missiles,1999,4.2
South Korea,Aircraft,1995,535.2
South Korea,Missiles,1998,2.7
South Korea,Missiles,1995,22.5
South Korea,Missiles,1992,16.2
South Korea,Missiles,1993,16.02
South Korea,Missiles,1997,16.5
South Korea,Missiles,1998,16.5
South Korea,Missiles,1998,76.0
South Korea,Missiles,1997,9.45
South Korea,Missiles,1998,9.6
South Korea,Missiles,1998,34.08
South Korea,Missiles,1999,1.92
South Korea,Sensors,1998,5.0
South Korea,Sensors,1999,5.0
South Korea,Sensors,2000,5.0
South Korea,Sensors,1994,6.0
South Korea,Sensors,1995,27.0
South Korea,Sensors,1995,32.0
South Korea,Sensors,1990,20.0
South Korea,Artillery,1995,5.72
South Korea,Missiles,1994,10.0
South Korea,Armoured vehicles,1999,3.5
South Korea,Artillery,1998,12.0
South Korea,Artillery,1999,22.8
South Korea,Ships,1997,24.0
South Korea,Aircraft,1991,85.6
South Korea,Sensors,2005,5.0
South Korea,Sensors,2003,5.0
South Korea,Sensors,2004,5.0
South Korea,Engines,2005,6.5
South Korea,Engines,2006,6.5
South Korea,Engines,2007,6.5
South Korea,Engines,2008,6.5
South Korea,Missiles,2002,1.35
South Korea,Missiles,2001,1.35
South Korea,Missiles,1997,7.2
South Korea,Missiles,2000,40.0
South Korea,Missiles,2003,4.2
South Korea,Missiles,2004,19.2
South Korea,Missiles,2005,9.6
South Korea,Missiles,2004,3.36
South Korea,Missiles,2005,5.6
South Korea,Artillery,2002,4.8
South Korea,Artillery,2003,20.4
South Korea,Artillery,2004,9.6
South Korea,Aircraft,2001,0.3
South Korea,Aircraft,2002,0.3
South Korea,Missiles,1995,35.2
South Korea,Sensors,2011,27.5
South Korea,Sensors,2012,27.5
South Korea,Sensors,2008,22.0
South Korea,Sensors,2010,22.0
South Korea,Sensors,2012,22.0
South Korea,Missiles,2006,2.88
South Korea,Missiles,2007,16.02
South Korea,Missiles,2005,43.2
South Korea,Missiles,2006,45.0
South Korea,Missiles,2003,16.2
South Korea,Sensors,2005,12.0
South Korea,Sensors,2008,30.0
South Korea,Sensors,2007,36.0
South Korea,Sensors,2006,42.0
South Korea,Missiles,2000,8.75
South Korea,Missiles,2004,8.75
South Korea,Missiles,2003,8.75
South Korea,Missiles,2002,8.75
South Korea,Missiles,2001,8.75
South Korea,Missiles,1999,8.75
South Korea,Missiles,1998,8.75
South Korea,Missiles,2005,8.75
South Korea,Missiles,2008,3.5
South Korea,Missiles,2010,3.5
South Korea,Missiles,2007,3.5
South Korea,Missiles,2011,3.5
South Korea,Missiles,2009,4.2
South Korea,Missiles,2003,0.45
South Korea,Naval weapons,2023,28.0
South Korea,Naval weapons,2021,21.0
South Korea,Naval weapons,2018,14.0
South Korea,Engines,2003,14.0
South Korea,Engines,2004,14.0
South Korea,Engines,2005,14.0
South Korea,Engines,1998,14.0
South Korea,Engines,1999,14.0
South Korea,Engines,2000,14.0
South Korea,Sensors,1990,5.0
South Korea,Sensors,1993,10.0
South Korea,Sensors,2001,4.5
South Korea,Sensors,1999,4.5
South Korea,Sensors,2000,10.5
South Korea,Missiles,2021,12.0
South Korea,Missiles,2022,7.0
South Korea,Missiles,2007,4.2
South Korea,Missiles,2007,18.0
South Korea,Missiles,2008,8.0
South Korea,Aircraft,2021,550.0
South Korea,Aircraft,2020,550.0
South Korea,Aircraft,2019,550.0
South Korea,Aircraft,2018,330.0
South Korea,Aircraft,2022,220.0
South Korea,Aircraft,2024,49.5
South Korea,Aircraft,2010,600.0
South Korea,Sensors,2024,22.0
South Korea,Armoured vehicles,2004,175.0
South Korea,Armoured vehicles,2002,175.0
South Korea,Armoured vehicles,2003,175.0
South Korea,Armoured vehicles,2001,175.0
South Korea,Armoured vehicles,2000,140.0
South Korea,Armoured vehicles,1999,35.0
South Korea,Armoured vehicles,2008,154.0
South Korea,Armoured vehicles,2005,175.0
South Korea,Armoured vehicles,2006,175.0
South Korea,Armoured vehicles,2007,175.0
South Korea,Armoured vehicles,2009,140.0
South Korea,Missiles,2016,6.6
South Korea,Missiles,2018,110.4
South Korea,Missiles,2017,47.4
South Korea,Naval weapons,2024,20.0
South Korea,Engines,2013,17.6
South Korea,Engines,2014,26.4
South Korea,Engines,2015,44.0
South Korea,Engines,2016,44.0
South Korea,Aircraft,2014,160.0
South Korea,Engines,2020,12.0
South Korea,Engines,2021,12.0
South Korea,Engines,2019,9.0
South Korea,Engines,2017,3.0
South Korea,Engines,2022,12.0
South Korea,Missiles,2009,15.0
South Korea,Missiles,2013,9.0
South Korea,Missiles,2010,15.0
South Korea,Missiles,2011,7.2
South Korea,Missiles,2012,16.8
Spain,Engines,2024,8.8
Spain,Engines,1990,7.48
Spain,Missiles,1995,2.0
Spain,Missiles,1997,18.0
Spain,Missiles,1998,17.1
Spain,Missiles,1996,2.9
Spain,Naval weapons,2002,20.0
Spain,Naval weapons,2003,20.0
Spain,Naval weapons,2004,20.0
Spain,Naval weapons,2006,20.0
Spain,Naval weapons,2012,20.0
Spain,Missiles,2019,2.4
Spain,Missiles,2000,20.0
Spain,Missiles,2001,20.0
Spain,Ships,1994,30.17
Spain,Ships,1995,30.17
Spain,Aircraft,2004,54.0
Spain,Aircraft,2003,54.0
Spain,Aircraft,2002,27.0
Spain,Aircraft,1990,240.0
Spain,Ships,1994,585.0
Spain,Ships,1990,292.5
Spain,Armoured vehicles,2016,1.79
Spain,Missiles,2018,1.0
Spain,Engines,2006,5.0
Spain,Engines,2004,5.0
Spain,Engines,2003,5.0
Spain,Engines,2002,5.0
Spain,Engines,2012,5.0
Spain,Engines,2000,5.0
Spain,Engines,1998,5.0
Spain,Armoured vehicles,1992,59.64
Spain,Armoured vehicles,1993,158.76
Spain,Armoured vehicles,1993,10.0
Spain,Missiles,2009,10.8
Spain,Missiles,2009,10.0
Spain,Missiles,2007,0.8
Spain,Aircraft,1996,135.0
Spain,Aircraft,1997,81.0
Spain,Naval weapons,2002,3.47
Spain,Naval weapons,2003,3.47
Spain,Naval weapons,2004,3.47
Spain,Naval weapons,2006,3.47
Spain,Naval weapons,2012,3.47
Spain,Missiles,2011,20.0
Spain,Missiles,2012,20.0
Spain,Missiles,2009,10.0
Spain,Missiles,2014,20.0
Spain,Missiles,2013,20.0
Spain,Missiles,2015,20.0
Spain,Missiles,2018,10.0
Spain,Missiles,2019,10.0
Spain,Sensors,2002,5.0
Spain,Sensors,2003,5.0
Spain,Sensors,2004,5.0
Spain,Sensors,2006,5.0
Spain,Sensors,2012,5.0
Spain,Aircraft,2021,20.0
Spain,Aircraft,2022,60.0
Spain,Aircraft,2023,160.0
Spain,Aircraft,2024,100.0
Spain,Missiles,1994,20.0
Spain,Missiles,1990,9.0
Spain,Missiles,1991,9.0
Spain,Missiles,1992,2.25
Spain,Missiles,1993,25.0
Spain,Missiles,1994,10.25
Spain,Aircraft,2002,85.0
Spain,Aircraft,2003,17.0
Spain,Missiles,2001,6.6
Spain,Missiles,1992,12.0
Spain,Missiles,1990,12.0
Spain,Missiles,1991,13.5
Spain,Missiles,1999,40.0
Spain,Missiles,2000,40.0
Spain,Aircraft,1991,6.0
Spain,Aircraft,1992,12.0
Spain,Aircraft,1993,6.0
Spain,Missiles,1996,2.7
Spain,Missiles,1994,10.8
Spain,Artillery,1991,5.28
Spain,Artillery,1993,10.56
Spain,Artillery,1995,12.32
Spain,Aircraft,1992,4.35
Spain,Aircraft,1993,4.35
Spain,Armoured vehicles,1996,1.5
Spain,Armoured vehicles,1997,1.6
Spain,Missiles,1993,5.58
Spain,Aircraft,1995,118.8
Spain,Aircraft,1996,118.8
Spain,Aircraft,1997,19.8
Spain,Aircraft,1999,158.4
Spain,Aircraft,2000,59.4
Spain,Aircraft,1995,50.4
Spain,Sensors,2002,20.0
Spain,Sensors,2003,20.0
Spain,Sensors,2004,20.0
Spain,Sensors,2006,20.0
Spain,Aircraft,1997,8.7
Spain,Missiles,1999,10.0
Spain,Missiles,2000,10.0
Spain,Missiles,2003,20.0
Spain,Missiles,2002,20.0
Spain,Sensors,2003,15.0
Spain,Sensors,2002,5.0
Spain,Missiles,2002,6.0
Spain,Missiles,2001,18.0
Spain,Missiles,1991,42.0
Spain,Missiles,1992,43.75
Spain,Aircraft,2000,20.0
Spain,Sensors,2012,9.0
Spain,Sensors,2002,9.0
Spain,Sensors,2003,9.0
Spain,Sensors,2004,9.0
Spain,Sensors,2006,9.0
Spain,Missiles,2004,18.6
Spain,Missiles,2001,21.6
Spain,Missiles,2004,5.4
Spain,Missiles,2006,4.5
Spain,Missiles,2007,4.2
Spain,Missiles,2003,4.0
Spain,Missiles,2004,4.0
Spain,Sensors,2012,20.0
Spain,Aircraft,2021,9.57
Spain,Engines,1996,3.0
Spain,Engines,1995,3.0
Spain,Engines,1994,3.0
Spain,Engines,1993,3.0
Spain,Engines,1992,3.0
Spain,Engines,1991,1.0
Spain,Engines,1997,2.0
Spain,Engines,2000,0.5
Spain,Engines,1999,0.45
Spain,Engines,2009,21.0
Spain,Engines,2008,22.5
Spain,Engines,2007,21.0
Spain,Missiles,2023,6.12
Spain,Missiles,2022,4.72
Spain,Aircraft,2017,4.79
Spain,Aircraft,2018,4.79
Spain,Aircraft,2022,5.8
Spain,Missiles,2020,7.6
Spain,Aircraft,2019,7.5
Spain,Aircraft,2020,22.5
Spain,Armoured vehicles,1992,18.0
Spain,Armoured vehicles,1993,18.0
Spain,Missiles,2000,2.0
Spain,Engines,2010,7.0
Spain,Missiles,2013,23.5
Spain,Engines,2002,14.0
Spain,Engines,2003,14.0
Spain,Engines,2004,14.0
Spain,Engines,2006,14.0
Spain,Engines,2012,14.0
Sri Lanka,Aircraft,2022,0.28
Sri Lanka,Aircraft,2000,10.0
Sri Lanka,Sensors,2007,5.0
Sri Lanka,Ships,2004,9.9
Sri Lanka,Aircraft,2011,10.0
Sri Lanka,Aircraft,1990,14.8
Sri Lanka,Sensors,1998,6.0
Sri Lanka,Ships,1997,36.0
Sri Lanka,Sensors,2003,3.0
Sri Lanka,Sensors,2004,3.0
Sri Lanka,Aircraft,2002,9.0
Sri Lanka,Ships,2021,54.0
Sri Lanka,Aircraft,2024,7.5
Sri Lanka,Ships,2018,54.0
Suriname,Sensors,1999,2.25
Sweden,Aircraft,2012,65.25
Sweden,Aircraft,2011,29.0
Sweden,Aircraft,2013,14.5
Sweden,Engines,1990,12.5
Sweden,Missiles,2007,2.0
Sweden,Missiles,2006,2.0
Sweden,Missiles,2009,2.0
Sweden,Missiles,2008,2.0
Sweden,Engines,1996,10.0
Sweden,Engines,1997,25.0
Sweden,Engines,1998,25.0
Sweden,Engines,1999,25.0
Sweden,Engines,2000,20.0
Sweden,Aircraft,2000,9.2
Sweden,Missiles,1990,12.0
Sweden,Missiles,1991,16.0
Sweden,Engines,2004,26.4
Sweden,Engines,2003,26.4
Sweden,Engines,2002,26.4
Sweden,Engines,2001,33.0
Sweden,Engines,2000,39.6
Sweden,Engines,1999,39.6
Sweden,Engines,1998,39.6
Sweden,Engines,1997,44.0
Sweden,Engines,1996,41.8
Sweden,Engines,1995,13.2
Sweden,Engines,1994,11.0
Sweden,Engines,1993,2.2
Sweden,Engines,2005,26.4
Sweden,Engines,2006,26.4
Sweden,Engines,2007,22.0
Sweden,Aircraft,2011,0.8
Sweden,Missiles,2016,1.06
Sweden,Sensors,2012,120.0
Sweden,Sensors,2011,120.0
Sweden,Sensors,1990,15.0
Sweden,Sensors,1991,15.0
Sweden,Sensors,1992,15.0
Sweden,Sensors,1993,15.0
Sweden,Sensors,1994,15.0
Sweden,Aircraft,1995,46.0
Sweden,Sensors,1990,2.5
Sweden,Sensors,2016,7.5
Sweden,Sensors,2017,5.0
Sweden,Missiles,2005,31.8
Sweden,Missiles,1998,85.2
Sweden,Missiles,2021,15.0
Sweden,Missiles,2022,35.0
Sweden,Missiles,2023,17.0
Sweden,Missiles,2024,10.0
Sweden,Missiles,2021,37.5
Sweden,Missiles,2024,45.0
Sweden,Missiles,2023,45.0
Sweden,Missiles,2022,112.5
Sweden,Air-defence systems,2021,55.0
Sweden,Air-defence systems,2022,165.0
Sweden,Engines,2008,6.0
Sweden,Engines,2006,24.0
Sweden,Sensors,2021,2.5
Sweden,Sensors,2022,5.0
Sweden,Sensors,2023,2.5
Sweden,Engines,2024,2.5
Sweden,Engines,2021,5.0
Switzerland,Engines,1993,3.78
Switzerland,Engines,1992,4.26
Switzerland,Engines,1991,4.26
Switzerland,Engines,1990,3.81
Switzerland,Engines,1994,2.4
Switzerland,Engines,2012,0.2
Switzerland,Engines,2011,0.2
Switzerland,Engines,2010,0.2
Switzerland,Missiles,1997,25.6
Switzerland,Missiles,1998,40.0
Switzerland,Missiles,2016,60.0
Switzerland,Missiles,2022,15.0
Switzerland,Missiles,2023,15.0
Switzerland,Engines,2001,3.0
Switzerland,Engines,2000,3.0
Switzerland,Engines,1999,3.0
Switzerland,Engines,1998,3.0
Switzerland,Engines,1997,1.5
Switzerland,Engines,2002,1.95
Switzerland,Missiles,2007,1.8
Switzerland,Missiles,2008,0.54
Switzerland,Missiles,2010,13.86
Switzerland,Missiles,2009,1.8
Switzerland,Missiles,1999,10.5
Switzerland,Missiles,1990,5.0
Switzerland,Missiles,1991,11.0
Switzerland,Missiles,1992,11.0
Switzerland,Missiles,1993,13.0
Switzerland,Missiles,1994,13.0
Switzerland,Missiles,1995,13.0
Switzerland,Missiles,1996,12.0
Switzerland,Missiles,1997,12.0
Switzerland,Missiles,1998,12.0
Switzerland,Missiles,1993,20.0
Switzerland,Missiles,1994,80.0
Switzerland,Missiles,1995,80.0
Switzerland,Missiles,1996,100.0
Switzerland,Aircraft,1996,75.0
Switzerland,Aircraft,1997,337.5
Switzerland,Aircraft,1998,375.0
Switzerland,Aircraft,1999,487.5
Switzerland,Engines,2012,2.46
Switzerland,Engines,2011,2.4
Switzerland,Engines,2010,2.1
Switzerland,Aircraft,2012,0.5
Switzerland,Sensors,2010,11.0
Switzerland,Sensors,2011,11.0
Switzerland,Engines,2017,1.2
Switzerland,Engines,2016,1.2
Switzerland,Engines,2015,0.9
Switzerland,Engines,2014,0.6
Switzerland,Engines,2013,2.1
Switzerland,Engines,2012,2.1
Switzerland,Engines,2011,2.25
Switzerland,Engines,2010,2.25
Switzerland,Artillery,1991,121.0
Switzerland,Missiles,1994,15.0
Switzerland,Sensors,2004,18.0
Switzerland,Engines,1991,2.4
Switzerland,Engines,1992,2.4
Switzerland,Engines,1993,2.4
Switzerland,Engines,1994,2.13
Switzerland,Engines,1990,2.13
Taiwan,Sensors,2020,55.0
Taiwan,Sensors,2019,40.0
Taiwan,Sensors,2021,75.0
Taiwan,Sensors,2022,90.0
Taiwan,Sensors,2023,100.0
Taiwan,Engines,1999,2.0
Taiwan,Engines,1998,2.0
Taiwan,Sensors,2013,150.0
Taiwan,Air-defence systems,1998,46.62
Taiwan,Ships,1993,300.0
Taiwan,Ships,1994,300.0
Taiwan,Ships,1995,300.0
Taiwan,Ships,1996,300.0
Taiwan,Ships,1997,600.0
Taiwan,Ships,1998,300.0
Taiwan,Ships,2004,300.0
Taiwan,Missiles,2019,3.6
Taiwan,Missiles,2018,3.6
Taiwan,Aircraft,2012,75.0
Taiwan,Aircraft,2013,150.0
Taiwan,Aircraft,2014,375.0
Taiwan,Aircraft,2015,300.0
Taiwan,Armoured vehicles,1995,6.0
Taiwan,Aircraft,2014,29.0
Taiwan,Missiles,1995,34.2
Taiwan,Ships,2017,396.0
Taiwan,Aircraft,1993,92.0
Taiwan,Aircraft,1995,115.0
Taiwan,Aircraft,1996,92.0
Taiwan,Aircraft,1994,103.5
Taiwan,Aircraft,1997,80.5
Taiwan,Aircraft,2000,126.5
Taiwan,Aircraft,2001,23.0
Taiwan,Aircraft,2002,92.0
Taiwan,Armoured vehicles,1990,147.0
Taiwan,Armoured vehicles,1991,147.0
Taiwan,Armoured vehicles,1992,147.0
Taiwan,Armoured vehicles,1993,126.0
Taiwan,Armoured vehicles,1994,63.0
Taiwan,Armoured vehicles,1995,63.0
Taiwan,Missiles,2008,11.25
Taiwan,Missiles,2007,11.2
Taiwan,Missiles,2012,2.5
Taiwan,Missiles,2014,35.0
Taiwan,Missiles,2013,12.5
Taiwan,Naval weapons,2014,7.0
Taiwan,Armoured vehicles,2001,31.08
Taiwan,Armoured vehicles,1998,100.8
Taiwan,Armoured vehicles,1999,82.32
Taiwan,Armoured vehicles,2000,22.68
Taiwan,Armoured vehicles,2002,15.12
Taiwan,Missiles,2023,8.0
Taiwan,Armoured vehicles,2005,27.0
Taiwan,Armoured vehicles,2006,27.0
Taiwan,Engines,2021,5.0
Taiwan,Engines,2022,20.0
Taiwan,Engines,2023,42.5
Taiwan,Ships,1995,330.0
Taiwan,Ships,1993,330.0
Taiwan,Aircraft,1995,52.8
Taiwan,Ships,1997,60.34
Taiwan,Air-defence systems,2012,110.0
Taiwan,Air-defence systems,2011,55.0
Taiwan,Aircraft,1994,147.3
Taiwan,Aircraft,1995,147.3
Taiwan,Air-defence systems,1996,47.0
Taiwan,Air-defence systems,1997,94.0
Taiwan,Armoured vehicles,1990,2.7
Taiwan,Aircraft,1990,7.6
Taiwan,Missiles,2011,19.2
Taiwan,Missiles,2013,76.8
Taiwan,Missiles,2012,57.6
Taiwan,Missiles,2014,57.6
Taiwan,Sensors,2019,2.0
Taiwan,Naval weapons,2021,7.0
Taiwan,Naval weapons,2023,28.0
Taiwan,Ships,1999,220.0
Taiwan,Ships,2000,50.48
Taiwan,Missiles,2023,1.65
Taiwan,Missiles,2024,1.65
Taiwan,Aircraft,2000,102.0
Taiwan,Aircraft,2001,85.0
Taiwan,Engines,1991,12.5
Taiwan,Engines,1993,43.75
Taiwan,Engines,1996,43.75
Taiwan,Engines,2000,12.5
Taiwan,Engines,1992,31.25
Taiwan,Engines,1997,43.75
Taiwan,Engines,1998,43.75
Taiwan,Engines,1999,43.75
Taiwan,Engines,1995,43.75
Taiwan,Engines,1994,43.75
Taiwan,Engines,2001,6.25
Taiwan,Missiles,2012,17.25
Taiwan,Missiles,2011,18.0
Taiwan,Missiles,2010,15.0
Taiwan,Missiles,2012,13.2
Taiwan,Missiles,2011,15.0
Taiwan,Missiles,2011,5.46
Taiwan,Missiles,2005,1.0
Taiwan,Missiles,2012,2.0
Taiwan,Missiles,1998,19.25
Taiwan,Missiles,1999,19.25
Taiwan,Missiles,1992,12.5
Taiwan,Missiles,1993,12.5
Taiwan,Missiles,2001,51.0
Taiwan,Engines,1991,1.1
Taiwan,Aircraft,1999,3.0
Taiwan,Aircraft,2000,18.0
Taiwan,Aircraft,2001,18.0
Taiwan,Aircraft,1991,28.0
Taiwan,Missiles,1996,100.0
Taiwan,Missiles,1997,100.0
Taiwan,Air-defence systems,2014,55.0
Taiwan,Air-defence systems,2015,165.0
Taiwan,Aircraft,2014,29.0
Taiwan,Aircraft,2015,29.0
Taiwan,Aircraft,2016,87.0
Taiwan,Aircraft,2017,87.0
Taiwan,Aircraft,2018,87.0
Taiwan,Aircraft,2019,7.25
Taiwan,Ships,2012,71.62
Taiwan,Missiles,2013,40.8
Taiwan,Missiles,2014,90.0
Taiwan,Sensors,2012,6.0
Taiwan,Sensors,2013,12.0
Taiwan,Sensors,2014,33.0
Taiwan,Missiles,1990,7.5
Taiwan,Missiles,1991,6.25
Taiwan,Missiles,1992,3.75
Taiwan,Missiles,1994,11.75
Taiwan,Missiles,1993,12.5
Taiwan,Naval weapons,1990,14.0
Taiwan,Naval weapons,1991,14.0
Taiwan,Naval weapons,1992,7.0
Taiwan,Aircraft,1990,34.0
Taiwan,Aircraft,1991,136.0
Taiwan,Armoured vehicles,1995,29.11
Taiwan,Armoured vehicles,1996,148.3
Taiwan,Armoured vehicles,1997,41.58
Taiwan,Armoured vehicles,1998,2.77
Taiwan,Missiles,1993,8.0
Taiwan,Missiles,1994,12.0
Taiwan,Missiles,1995,7.36
Taiwan,Aircraft,1993,12.0
Taiwan,Aircraft,1994,36.0
Taiwan,Aircraft,1995,30.0
Taiwan,Missiles,1997,36.0
Taiwan,Missiles,1998,36.0
Taiwan,Missiles,1999,36.0
Taiwan,Sensors,1992,15.0
Taiwan,Missiles,1997,44.64
Taiwan,Missiles,1999,36.0
Taiwan,Missiles,1998,27.36
Taiwan,Sensors,1991,3.0
Taiwan,Sensors,1990,3.0
Taiwan,Sensors,1992,3.0
Taiwan,Aircraft,1994,56.0
Taiwan,Aircraft,1995,28.0
Taiwan,Sensors,1999,11.0
Taiwan,Armoured vehicles,1990,2.7
Taiwan,Ships,1995,49.66
Taiwan,Ships,1991,36.0
Taiwan,Sensors,1994,2.38
Taiwan,Sensors,1999,11.9
Taiwan,Sensors,2000,14.28
Taiwan,Missiles,1994,10.25
Taiwan,Missiles,1998,10.25
Taiwan,Missiles,1996,10.5
Taiwan,Missiles,1995,10.25
Taiwan,Missiles,1997,10.5
Taiwan,Missiles,1998,25.92
Taiwan,Missiles,2000,26.0
Taiwan,Missiles,2001,26.0
Taiwan,Missiles,1999,26.0
Taiwan,Aircraft,1998,56.0
Taiwan,Aircraft,1997,84.0
Taiwan,Aircraft,1998,15.4
Taiwan,Aircraft,1999,5.6
Taiwan,Missiles,1999,5.86
Taiwan,Missiles,2000,6.0
Taiwan,Missiles,2001,6.0
Taiwan,Artillery,1998,35.0
Taiwan,Aircraft,1998,29.0
Taiwan,Aircraft,2002,90.0
Taiwan,Aircraft,2003,72.0
Taiwan,Missiles,2001,29.12
Taiwan,Missiles,2000,29.12
Taiwan,Missiles,2013,32.0
Taiwan,Missiles,2014,33.6
Taiwan,Missiles,2015,32.0
Taiwan,Artillery,1991,79.2
Taiwan,Armoured vehicles,1991,12.24
Taiwan,Missiles,2000,31.5
Taiwan,Missiles,1994,26.25
Taiwan,Missiles,1995,26.25
Taiwan,Missiles,2001,14.35
Taiwan,Missiles,2001,12.0
Taiwan,Aircraft,2005,160.0
Taiwan,Missiles,2001,12.0
Taiwan,Missiles,2002,30.0
Taiwan,Missiles,2003,30.0
Taiwan,Missiles,2005,10.8
Taiwan,Missiles,2003,6.0
Taiwan,Ships,2005,360.0
Taiwan,Ships,2006,360.0
Taiwan,Sensors,2004,11.0
Taiwan,Sensors,2005,55.0
Taiwan,Sensors,2006,55.0
Taiwan,Missiles,2000,31.02
Taiwan,Missiles,2005,2.2
Taiwan,Missiles,2006,34.8
Taiwan,Missiles,2005,9.6
Taiwan,Ships,1999,16.0
Taiwan,Ships,2000,8.0
Taiwan,Sensors,2000,4.2
Taiwan,Sensors,2001,4.2
Taiwan,Missiles,2005,10.92
Taiwan,Missiles,2006,10.92
Taiwan,Aircraft,1991,25.0
Taiwan,Aircraft,1992,162.5
Taiwan,Aircraft,1993,150.0
Taiwan,Sensors,2000,10.0
Taiwan,Sensors,2001,10.0
Taiwan,Missiles,2023,4.0
Taiwan,Missiles,2007,0.9
Taiwan,Missiles,2006,1.2
Taiwan,Engines,1990,6.0
Taiwan,Sensors,2001,14.0
Taiwan,Sensors,2000,14.0
Taiwan,Armoured vehicles,2020,12.0
Taiwan,Armoured vehicles,2021,24.0
Taiwan,Engines,2014,4.5
Taiwan,Engines,2013,2.25
Taiwan,Sensors,2022,4.0
Taiwan,Sensors,2023,8.0
Taiwan,Sensors,2024,8.0
Taiwan,Armoured vehicles,2024,162.0
Taiwan,Armoured vehicles,2022,9.0
Taiwan,Sensors,2020,3.0
Taiwan,Sensors,2021,5.0
Taiwan,Sensors,2022,5.0
Taiwan,Sensors,2023,5.0
Taiwan,Missiles,2020,2.4
Taiwan,Missiles,2021,2.4
Taiwan,Artillery,2024,5.5
Taiwan,Engines,2022,6.0
Taiwan,Engines,2021,6.0
Taiwan,Engines,2020,4.32
Taiwan,Engines,2019,2.56
Taiwan,Engines,2018,1.84
Taiwan,Engines,2017,3.6
Taiwan,Engines,2016,3.6
Taiwan,Engines,2015,3.6
Taiwan,Engines,2023,5.52
Taiwan,Engines,2009,0.16
Taiwan,Engines,2010,0.16
Taiwan,Engines,2007,0.4
Taiwan,Engines,2011,4.08
Taiwan,Engines,2008,0.08
Taiwan,Engines,2006,0.48
Taiwan,Engines,2014,4.08
Taiwan,Engines,2013,4.08
Taiwan,Engines,2012,4.08
Taiwan,Sensors,2000,5.0
Taiwan,Sensors,1991,12.5
Taiwan,Sensors,1992,25.0
Taiwan,Sensors,1993,40.0
Taiwan,Sensors,1994,40.0
Taiwan,Sensors,1995,40.0
Taiwan,Sensors,1996,40.0
Taiwan,Sensors,1997,40.0
Taiwan,Sensors,1998,40.0
Taiwan,Sensors,1999,40.0
Taiwan,Artillery,2024,10.0
Taiwan,Missiles,2024,9.2
Taiwan,Missiles,2023,6.0
Taiwan,Missiles,2024,6.0
Taiwan,Missiles,2010,20.0
Taiwan,Missiles,2012,20.0
Taiwan,Missiles,2011,20.0
Taiwan,Missiles,2024,30.0
Taiwan,Missiles,1999,39.6
Taiwan,Missiles,2000,12.6
Taiwan,Missiles,1998,0.9
Taiwan,Missiles,2000,23.4
Taiwan,Missiles,1999,24.3
Taiwan,Missiles,2002,63.9
Taiwan,Missiles,2013,10.0
Taiwan,Missiles,2014,15.0
Taiwan,Missiles,2015,5.0
Taiwan,Missiles,2016,2.0
Taiwan,Missiles,2005,8.0
Taiwan,Missiles,2006,14.0
Taiwan,Missiles,2020,28.0
Taiwan,Missiles,2021,28.0
Taiwan,Missiles,2022,28.0
Taiwan,Missiles,2012,2.0
Taiwan,Missiles,2014,8.0
Taiwan,Missiles,2013,3.68
