Recipient,Delivery year,Armament category,Total TIV
Indonesia,2021,Sensors,20.0
Indonesia,2022,Aircraft,10.28
Indonesia,2022,Missiles,1.2
Indonesia,2023,Aircraft,121.06
Indonesia,2024,Aircraft,80.0
Indonesia,2024,Engines,3.13
Iraq,2004,Aircraft,1.68
Iraq,2004,Armoured vehicles,6.0
Iraq,2005,Aircraft,28.8
Iraq,2005,Armoured vehicles,18.799999999999997
Iraq,2006,Armoured vehicles,60.2
Iraq,2006,Engines,1.32
Iraq,2007,Aircraft,56.050000000000004
Iraq,2007,Armoured vehicles,104.89999999999999
Iraq,2008,Aircraft,64.6
Iraq,2008,Armoured vehicles,210.65
Iraq,2009,Aircraft,12.6
Iraq,2009,Armoured vehicles,268.8
Iraq,2009,Artillery,37.5
Iraq,2009,Missiles,1.4
Iraq,2009,Sensors,11.0
Iraq,2010,Aircraft,25.3
Iraq,2010,Armoured vehicles,316.47
Iraq,2010,Artillery,37.5
Iraq,2010,Ships,6.0
Iraq,2011,Aircraft,3.3
Iraq,2011,Armoured vehicles,322.78
Iraq,2011,Artillery,76.84
Iraq,2011,Ships,30.0
Iraq,2012,Aircraft,136.5
Iraq,2012,Armoured vehicles,130.19
Iraq,2012,Artillery,38.269999999999996
Iraq,2012,Missiles,7.5
Iraq,2012,Ships,60.0
Iraq,2013,Air-defence systems,0.76
Iraq,2013,Aircraft,129.9
Iraq,2013,Armoured vehicles,48.59
Iraq,2013,Artillery,13.94
Iraq,2013,Missiles,14.25
Iraq,2013,Sensors,41.0
Iraq,2013,Ships,18.0
Iraq,2014,Air-defence systems,1.26
Iraq,2014,Aircraft,93.4
Iraq,2014,Armoured vehicles,29.5
Iraq,2014,Missiles,88.0
Iraq,2014,Sensors,35.0
Iraq,2015,Aircraft,482.6
Iraq,2015,Armoured vehicles,173.4
Iraq,2015,Artillery,10.0
Iraq,2015,Missiles,83.14
Iraq,2015,Sensors,36.0
Iraq,2016,Aircraft,352.0
Iraq,2016,Armoured vehicles,271.35
Iraq,2016,Artillery,15.0
Iraq,2016,Engines,92.4
Iraq,2016,Missiles,150.86
Iraq,2016,Sensors,8.0
Iraq,2017,Aircraft,217.0
Iraq,2017,Armoured vehicles,120.82
Iraq,2017,Artillery,6.12
Iraq,2017,Engines,13.2
Iraq,2017,Missiles,130.5
Iraq,2018,Aircraft,0.48
Iraq,2018,Artillery,6.12
Iraq,2018,Missiles,8.5
Iraq,2019,Armoured vehicles,16.48
Iraq,2020,Armoured vehicles,2.72
Iraq,2022,Sensors,11.0
Iraq,2023,Artillery,8.2
Iraq,2024,Aircraft,6.3
Iraq,2024,Artillery,5.76
Ireland,1994,Engines,2.0
Ireland,2006,Missiles,1.08
Ireland,2007,Sensors,2.5
Ireland,2008,Sensors,2.5
Israel,1990,Aircraft,51.4
Israel,1990,Engines,8.0
Israel,1990,Missiles,4.0
Israel,1990,Sensors,18.0
Israel,1991,Air-defence systems,94.0
Israel,1991,Aircraft,964.5
Israel,1991,Engines,8.0
Israel,1991,Missiles,94.5
Israel,1991,Naval weapons,7.0
Israel,1991,Sensors,32.0
Israel,1992,Aircraft,1262.5
Israel,1992,Engines,8.0
Israel,1992,Missiles,32.0
Israel,1992,Sensors,32.0
Israel,1993,Air-defence systems,47.0
Israel,1993,Aircraft,561.9
Israel,1993,Engines,8.0
Israel,1993,Missiles,77.0
Israel,1993,Sensors,22.0
Israel,1994,Aircraft,356.4
Israel,1994,Armoured vehicles,81.75
Israel,1994,Artillery,7.2
Israel,1994,Engines,8.0
Israel,1994,Missiles,33.5
Israel,1994,Naval weapons,7.0
Israel,1994,Sensors,6.0
Israel,1994,Ships,254.7
Israel,1995,Aircraft,82.6
Israel,1995,Armoured vehicles,84.39999999999999
Israel,1995,Artillery,7.2
Israel,1995,Engines,8.0
Israel,1995,Missiles,33.5
Israel,1995,Naval weapons,7.0
Israel,1995,Sensors,10.0
Israel,1995,Ships,127.35
Israel,1996,Aircraft,46.8
Israel,1996,Engines,12.0
Israel,1996,Missiles,17.02
Israel,1997,Aircraft,6.0
Israel,1997,Artillery,19.2
Israel,1997,Engines,12.0
Israel,1997,Missiles,4.5
Israel,1998,Aircraft,1228.75
Israel,1998,Artillery,24.0
Israel,1998,Engines,12.0
Israel,1998,Missiles,8.25
Israel,1999,Aircraft,630.0
Israel,1999,Artillery,19.2
Israel,1999,Engines,12.0
Israel,1999,Missiles,29.450000000000003
Israel,2000,Aircraft,14.25
Israel,2000,Engines,23.0
Israel,2000,Missiles,15.4
Israel,2000,Sensors,30.0
Israel,2001,Aircraft,17.8
Israel,2001,Engines,23.0
Israel,2001,Missiles,24.4
Israel,2001,Sensors,30.0
Israel,2002,Aircraft,227.55
Israel,2002,Artillery,10.8
Israel,2002,Engines,19.0
Israel,2002,Missiles,61.4
Israel,2003,Aircraft,31.35
Israel,2003,Armoured vehicles,6.7
Israel,2003,Engines,4.8
Israel,2003,Missiles,59.8
Israel,2004,Aircraft,788.7
Israel,2004,Armoured vehicles,10.4
Israel,2004,Engines,4.0
Israel,2004,Missiles,35.3
Israel,2005,Aircraft,1043.62
Israel,2005,Engines,4.0
Israel,2005,Missiles,38.6
Israel,2006,Aircraft,1050.0
Israel,2006,Missiles,41.8
Israel,2006,Sensors,18.0
Israel,2007,Aircraft,787.0
Israel,2007,Artillery,3.96
Israel,2007,Missiles,23.5
Israel,2008,Aircraft,637.5
Israel,2008,Artillery,3.08
Israel,2008,Missiles,23.5
Israel,2009,Aircraft,132.5
Israel,2009,Artillery,3.96
Israel,2009,Missiles,5.0
Israel,2010,Aircraft,20.0
Israel,2010,Missiles,27.0
Israel,2011,Aircraft,17.8
Israel,2011,Engines,5.5
Israel,2011,Missiles,33.0
Israel,2012,Aircraft,48.5
Israel,2012,Artillery,35.2
Israel,2012,Engines,5.5
Israel,2012,Missiles,32.0
Israel,2013,Aircraft,40.0
Israel,2013,Armoured vehicles,0.1
Israel,2013,Missiles,30.0
Israel,2014,Aircraft,40.0
Israel,2014,Armoured vehicles,36.0
Israel,2014,Engines,18.0
Israel,2014,Missiles,27.0
Israel,2015,Aircraft,40.0
Israel,2015,Armoured vehicles,49.4
Israel,2015,Artillery,7.2
Israel,2015,Engines,26.0
Israel,2015,Missiles,80.02
Israel,2015,Sensors,24.0
Israel,2016,Aircraft,401.0
Israel,2016,Armoured vehicles,45.0
Israel,2016,Engines,18.75
Israel,2016,Missiles,55.9
Israel,2017,Aircraft,385.0
Israel,2017,Armoured vehicles,45.0
Israel,2017,Engines,8.25
Israel,2017,Missiles,63.9
Israel,2018,Aircraft,315.0
Israel,2018,Armoured vehicles,60.0
Israel,2018,Engines,2.75
Israel,2018,Missiles,50.56
Israel,2019,Aircraft,330.0
Israel,2019,Armoured vehicles,60.0
Israel,2019,Engines,2.75
Israel,2019,Missiles,60.72
Israel,2020,Aircraft,220.0
Israel,2020,Armoured vehicles,75.0
Israel,2020,Missiles,21.44
Israel,2021,Aircraft,330.0
Israel,2021,Armoured vehicles,75.0
Israel,2021,Missiles,20.0
Israel,2022,Aircraft,330.0
Israel,2022,Armoured vehicles,82.04
Israel,2022,Missiles,18.28
Israel,2023,Air-defence systems,20.0
Israel,2023,Aircraft,193.0
Israel,2023,Armoured vehicles,81.99
Israel,2023,Missiles,123.6
Israel,2023,Ships,40.0
Israel,2024,Armoured vehicles,96.78
Israel,2024,Missiles,40.8
Israel,2024,Ships,40.0
Italy,1990,Aircraft,17.0
Italy,1990,Artillery,2.4
Italy,1990,Engines,1.35
Italy,1990,Missiles,23.2
Italy,1990,Sensors,50.0
Italy,1991,Aircraft,83.0
Italy,1991,Artillery,9.6
Italy,1991,Engines,1.35
Italy,1991,Missiles,2.4
Italy,1991,Naval weapons,28.75
Italy,1991,Sensors,15.0
Italy,1992,Aircraft,56.0
Italy,1992,Artillery,9.6
Italy,1992,Engines,1.35
Italy,1992,Missiles,9.9
Italy,1992,Naval weapons,28.75
Italy,1992,Other,20.0
Italy,1993,Aircraft,35.8
Italy,1993,Armoured vehicles,7.2
Italy,1993,Artillery,4.8
Italy,1993,Engines,29.35
Italy,1993,Missiles,26.4
Italy,1993,Other,20.0
Italy,1993,Sensors,42.0
Italy,1994,Aircraft,91.0
Italy,1994,Engines,1.35
Italy,1994,Missiles,13.9
Italy,1994,Sensors,37.0
Italy,1995,Aircraft,37.0
Italy,1995,Engines,0.9
Italy,1995,Missiles,52.4
Italy,1996,Aircraft,91.0
Italy,1996,Missiles,58.1
Italy,1997,Aircraft,253.0
Italy,1997,Missiles,13.600000000000001
Italy,1998,Aircraft,5.0
Italy,1998,Missiles,1.0
Italy,2000,Aircraft,240.0
Italy,2000,Engines,0.64
Italy,2000,Missiles,13.2
Italy,2001,Aircraft,160.0
Italy,2001,Engines,9.72
Italy,2001,Missiles,24.0
Italy,2002,Aircraft,80.0
Italy,2002,Armoured vehicles,5.94
Italy,2002,Engines,9.64
Italy,2002,Missiles,51.5
Italy,2002,Sensors,6.0
Italy,2003,Aircraft,406.84000000000003
Italy,2003,Engines,9.0
Italy,2003,Missiles,64.99000000000001
Italy,2003,Sensors,6.0
Italy,2004,Aircraft,381.84000000000003
Italy,2004,Engines,9.0
Italy,2004,Missiles,13.44
Italy,2004,Sensors,8.0
Italy,2005,Aircraft,49.0
Italy,2005,Engines,9.0
Italy,2005,Sensors,11.0
Italy,2006,Engines,6.0
Italy,2006,Missiles,5.0
Italy,2006,Sensors,11.0
Italy,2007,Aircraft,5.0
Italy,2007,Engines,32.0
Italy,2007,Missiles,5.0
Italy,2008,Armoured vehicles,3.5
Italy,2008,Engines,40.0
Italy,2009,Engines,14.0
Italy,2010,Aircraft,26.0
Italy,2011,Aircraft,225.0
Italy,2011,Engines,3.5
Italy,2011,Sensors,2.0
Italy,2012,Aircraft,138.0
Italy,2012,Engines,3.5
Italy,2012,Sensors,13.5
Italy,2013,Aircraft,0.4
Italy,2013,Engines,19.0
Italy,2013,Missiles,5.12
Italy,2013,Sensors,2.0
Italy,2014,Aircraft,40.0
Italy,2014,Engines,15.0
Italy,2014,Missiles,18.5
Italy,2014,Sensors,10.0
Italy,2015,Aircraft,140.6
Italy,2015,Engines,15.5
Italy,2015,Missiles,23.5
Italy,2015,Sensors,14.0
Italy,2016,Aircraft,332.4
Italy,2016,Engines,28.5
Italy,2016,Missiles,21.0
Italy,2016,Sensors,14.0
Italy,2017,Aircraft,300.0
Italy,2017,Engines,18.0
Italy,2017,Missiles,27.4
Italy,2017,Sensors,14.0
Italy,2018,Aircraft,183.0
Italy,2018,Engines,16.5
Italy,2018,Missiles,15.0
Italy,2018,Sensors,14.0
Italy,2019,Aircraft,115.0
Italy,2019,Engines,18.5
Italy,2019,Missiles,17.4
Italy,2019,Sensors,16.0
Italy,2020,Aircraft,170.0
Italy,2020,Engines,8.7
Italy,2020,Missiles,20.85
Italy,2021,Aircraft,170.0
Italy,2021,Engines,13.3
Italy,2021,Missiles,20.25
Italy,2022,Aircraft,170.0
Italy,2022,Engines,28.0
Italy,2022,Missiles,15.6
Italy,2023,Aircraft,455.0
Italy,2023,Engines,13.0
Italy,2024,Aircraft,385.0
Italy,2024,Engines,7.0
Jamaica,1998,Aircraft,10.0
Jamaica,1999,Aircraft,5.0
Jamaica,2007,Aircraft,3.3
Jamaica,2008,Aircraft,1.8
Jamaica,2010,Aircraft,0.7
Jamaica,2015,Engines,0.18
Jamaica,2016,Engines,0.18
Jamaica,2018,Aircraft,18.1
Jamaica,2019,Aircraft,2.8
Jamaica,2021,Aircraft,16.6
Jamaica,2021,Engines,0.18
Japan,1990,Air-defence systems,611.0
Japan,1990,Aircraft,1423.94
Japan,1990,Artillery,13.2
Japan,1990,Engines,20.1
Japan,1990,Missiles,384.33
Japan,1990,Naval weapons,90.0
Japan,1990,Sensors,5.0
Japan,1991,Air-defence systems,564.0
Japan,1991,Aircraft,1829.06
Japan,1991,Artillery,6.6
Japan,1991,Engines,20.1
Japan,1991,Missiles,373.75
Japan,1991,Naval weapons,51.0
Japan,1991,Sensors,5.0
Japan,1992,Aircraft,2089.72
Japan,1992,Artillery,6.6
Japan,1992,Engines,20.1
Japan,1992,Missiles,300.4
Japan,1992,Naval weapons,28.0
Japan,1992,Sensors,5.0
Japan,1993,Aircraft,1589.44
Japan,1993,Engines,51.1
Japan,1993,Missiles,211.7
Japan,1993,Naval weapons,90.0
Japan,1993,Sensors,40.5
Japan,1994,Aircraft,806.52
Japan,1994,Engines,20.1
Japan,1994,Missiles,91.2
Japan,1994,Naval weapons,42.0
Japan,1994,Sensors,5.0
Japan,1995,Air-defence systems,47.0
Japan,1995,Aircraft,777.7
Japan,1995,Artillery,10.8
Japan,1995,Engines,63.6
Japan,1995,Missiles,102.0
Japan,1995,Naval weapons,62.0
Japan,1995,Sensors,70.0
Japan,1996,Aircraft,544.37
Japan,1996,Artillery,10.8
Japan,1996,Engines,62.1
Japan,1996,Missiles,83.63
Japan,1996,Naval weapons,76.0
Japan,1996,Sensors,38.0
Japan,1997,Aircraft,597.44
Japan,1997,Artillery,10.8
Japan,1997,Engines,32.6
Japan,1997,Missiles,92.46
Japan,1997,Naval weapons,14.0
Japan,1997,Sensors,12.5
Japan,1997,Ships,27.8
Japan,1998,Aircraft,1203.49
Japan,1998,Artillery,10.8
Japan,1998,Engines,45.1
Japan,1998,Missiles,92.46
Japan,1998,Naval weapons,48.0
Japan,1998,Sensors,40.5
Japan,1999,Aircraft,1110.07
Japan,1999,Artillery,10.8
Japan,1999,Engines,38.85
Japan,1999,Missiles,5.76
Japan,1999,Naval weapons,28.0
Japan,1999,Sensors,7.5
Japan,2000,Aircraft,295.99
Japan,2000,Artillery,10.8
Japan,2000,Engines,68.1
Japan,2000,Missiles,7.26
Japan,2000,Naval weapons,56.0
Japan,2000,Sensors,10.0
Japan,2001,Aircraft,240.56
Japan,2001,Artillery,10.8
Japan,2001,Engines,67.1
Japan,2001,Missiles,21.31
Japan,2001,Naval weapons,14.0
Japan,2001,Sensors,7.5
Japan,2001,Ships,27.8
Japan,2002,Aircraft,213.6
Japan,2002,Artillery,10.8
Japan,2002,Engines,77.1
Japan,2002,Missiles,7.76
Japan,2002,Naval weapons,42.0
Japan,2002,Sensors,13.0
Japan,2002,Ships,27.8
Japan,2003,Aircraft,195.6
Japan,2003,Artillery,7.2
Japan,2003,Engines,77.1
Japan,2003,Missiles,31.86
Japan,2003,Naval weapons,82.0
Japan,2003,Sensors,13.0
Japan,2004,Aircraft,197.1
Japan,2004,Artillery,10.8
Japan,2004,Engines,63.1
Japan,2004,Missiles,13.059999999999999
Japan,2004,Naval weapons,34.0
Japan,2004,Sensors,34.5
Japan,2005,Aircraft,214.25
Japan,2005,Artillery,7.2
Japan,2005,Engines,41.1
Japan,2005,Missiles,11.16
Japan,2005,Naval weapons,34.0
Japan,2005,Sensors,34.5
Japan,2006,Aircraft,210.75
Japan,2006,Artillery,7.2
Japan,2006,Engines,41.1
Japan,2006,Missiles,50.14
Japan,2006,Naval weapons,41.0
Japan,2006,Sensors,53.5
Japan,2007,Air-defence systems,55.0
Japan,2007,Aircraft,235.0
Japan,2007,Engines,60.6
Japan,2007,Missiles,32.72
Japan,2007,Naval weapons,48.5
Japan,2007,Sensors,104.5
Japan,2008,Air-defence systems,275.0
Japan,2008,Aircraft,378.95
Japan,2008,Engines,48.6
Japan,2008,Missiles,130.92
Japan,2008,Naval weapons,27.5
Japan,2008,Sensors,105.0
Japan,2009,Air-defence systems,330.0
Japan,2009,Aircraft,311.6
Japan,2009,Engines,61.1
Japan,2009,Missiles,203.12
Japan,2009,Naval weapons,20.0
Japan,2009,Sensors,30.5
Japan,2010,Air-defence systems,220.0
Japan,2010,Aircraft,191.5
Japan,2010,Engines,26.6
Japan,2010,Missiles,141.74
Japan,2010,Sensors,30.5
Japan,2011,Aircraft,107.05
Japan,2011,Engines,48.6
Japan,2011,Missiles,68.48
Japan,2011,Naval weapons,20.0
Japan,2011,Sensors,28.0
Japan,2012,Aircraft,72.95
Japan,2012,Engines,20.1
Japan,2012,Missiles,48.0
Japan,2012,Naval weapons,41.5
Japan,2012,Sensors,28.0
Japan,2013,Air-defence systems,55.0
Japan,2013,Aircraft,116.66
Japan,2013,Engines,1.1
Japan,2013,Missiles,53.26
Japan,2013,Naval weapons,41.5
Japan,2013,Sensors,25.0
Japan,2014,Aircraft,124.16
Japan,2014,Armoured vehicles,4.8
Japan,2014,Engines,5.58
Japan,2014,Missiles,47.84
Japan,2014,Naval weapons,83.0
Japan,2014,Sensors,28.0
Japan,2015,Aircraft,197.51
Japan,2015,Engines,29.1
Japan,2015,Missiles,49.0
Japan,2015,Naval weapons,14.0
Japan,2015,Sensors,28.0
Japan,2016,Aircraft,239.46
Japan,2016,Armoured vehicles,1.2
Japan,2016,Engines,24.0
Japan,2016,Missiles,41.82
Japan,2016,Sensors,4.0
Japan,2017,Aircraft,306.0
Japan,2017,Armoured vehicles,18.0
Japan,2017,Engines,62.0
Japan,2017,Missiles,18.740000000000002
Japan,2017,Naval weapons,14.0
Japan,2017,Sensors,5.0
Japan,2018,Aircraft,619.25
Japan,2018,Armoured vehicles,22.8
Japan,2018,Engines,50.12
Japan,2018,Missiles,1.44
Japan,2018,Naval weapons,41.5
Japan,2018,Sensors,5.0
Japan,2019,Air-defence systems,165.0
Japan,2019,Aircraft,669.0
Japan,2019,Armoured vehicles,13.2
Japan,2019,Engines,55.5
Japan,2019,Missiles,9.0
Japan,2019,Naval weapons,41.5
Japan,2019,Sensors,5.0
Japan,2020,Air-defence systems,220.0
Japan,2020,Aircraft,532.0
Japan,2020,Armoured vehicles,2.4
Japan,2020,Engines,63.5
Japan,2020,Missiles,31.8
Japan,2020,Naval weapons,41.5
Japan,2020,Sensors,34.0
Japan,2021,Air-defence systems,165.0
Japan,2021,Aircraft,624.85
Japan,2021,Engines,40.0
Japan,2021,Missiles,202.20000000000002
Japan,2021,Naval weapons,41.5
Japan,2021,Sensors,29.0
Japan,2022,Aircraft,1098.75
Japan,2022,Engines,23.5
Japan,2022,Missiles,281.15
Japan,2022,Naval weapons,103.5
Japan,2023,Aircraft,573.25
Japan,2023,Engines,11.5
Japan,2023,Missiles,281.15
Japan,2023,Naval weapons,34.5
Japan,2023,Sensors,30.0
Japan,2024,Aircraft,755.0
Japan,2024,Missiles,75.35
Japan,2024,Naval weapons,69.0
Jordan,1990,Sensors,16.0
Jordan,1993,Missiles,1.41
Jordan,1994,Aircraft,5.2
Jordan,1995,Aircraft,18.86
Jordan,1996,Aircraft,18.86
Jordan,1996,Armoured vehicles,46.32
Jordan,1996,Sensors,10.0
Jordan,1997,Aircraft,69.28
Jordan,1997,Artillery,7.92
Jordan,1998,Aircraft,195.20000000000002
Jordan,1998,Armoured vehicles,31.92
Jordan,1998,Missiles,21.0
Jordan,1999,Engines,2.0
Jordan,1999,Missiles,2.52
Jordan,2000,Aircraft,15.0
Jordan,2000,Armoured vehicles,1.08
Jordan,2000,Artillery,10.0
Jordan,2001,Aircraft,12.52
Jordan,2001,Armoured vehicles,7.2
Jordan,2001,Missiles,1.35
Jordan,2002,Missiles,4.16
Jordan,2002,Sensors,11.0
Jordan,2003,Aircraft,70.4
Jordan,2003,Engines,26.0
Jordan,2003,Missiles,5.109999999999999
Jordan,2004,Armoured vehicles,4.7
Jordan,2004,Engines,0.6
Jordan,2004,Missiles,9.18
Jordan,2004,Sensors,22.0
Jordan,2005,Engines,4.109999999999999
Jordan,2006,Engines,2.25
Jordan,2006,Missiles,5.1
Jordan,2007,Aircraft,137.2
Jordan,2007,Engines,3.0
Jordan,2007,Missiles,20.1
Jordan,2007,Sensors,7.5
Jordan,2008,Aircraft,4.2
Jordan,2008,Engines,3.0
Jordan,2008,Missiles,15.0
Jordan,2008,Sensors,9.0
Jordan,2009,Aircraft,1.0
Jordan,2009,Engines,3.0
Jordan,2009,Sensors,9.0
Jordan,2010,Aircraft,3.0
Jordan,2010,Engines,3.0
Jordan,2011,Aircraft,20.2
Jordan,2011,Engines,3.0
Jordan,2012,Aircraft,9.6
Jordan,2012,Artillery,13.2
Jordan,2012,Engines,3.0
Jordan,2012,Missiles,11.52
Jordan,2013,Armoured vehicles,12.100000000000001
Jordan,2013,Engines,3.0
Jordan,2013,Missiles,23.52
Jordan,2014,Aircraft,1.0
Jordan,2014,Armoured vehicles,27.98
Jordan,2014,Engines,3.0
Jordan,2014,Missiles,17.32
Jordan,2014,Sensors,5.0
Jordan,2015,Aircraft,11.8
Jordan,2015,Armoured vehicles,15.0
Jordan,2015,Engines,3.0
Jordan,2015,Missiles,24.25
Jordan,2015,Sensors,2.0
Jordan,2016,Aircraft,48.2
Jordan,2016,Engines,0.8
Jordan,2016,Missiles,25.75
Jordan,2016,Sensors,2.0
Jordan,2017,Aircraft,87.0
Jordan,2017,Armoured vehicles,19.5
Jordan,2017,Engines,0.4
Jordan,2017,Missiles,9.0
Jordan,2017,Sensors,11.0
Jordan,2018,Aircraft,23.0
Jordan,2018,Armoured vehicles,15.0
Jordan,2018,Engines,0.8
Jordan,2018,Missiles,9.98
Jordan,2018,Sensors,11.0
Jordan,2019,Aircraft,115.0
Jordan,2019,Artillery,2.88
Jordan,2019,Missiles,7.25
Jordan,2019,Sensors,10.8
Jordan,2020,Artillery,0.72
Jordan,2020,Missiles,3.75
Jordan,2021,Aircraft,22.4
Jordan,2022,Aircraft,11.2
Jordan,2022,Sensors,12.0
Jordan,2023,Aircraft,4.5
Jordan,2024,Aircraft,8.5
Kazakhstan,2004,Aircraft,18.6
Kazakhstan,2007,Aircraft,6.2
Kazakhstan,2008,Armoured vehicles,2.6
Kazakhstan,2009,Armoured vehicles,2.6
Kazakhstan,2012,Aircraft,3.1
Kazakhstan,2014,Aircraft,3.1
Kazakhstan,2016,Aircraft,3.1
Kazakhstan,2017,Aircraft,3.1
Kenya,1990,Engines,3.0
Kenya,1991,Engines,3.0
Kenya,2015,Aircraft,1.0
Kenya,2016,Aircraft,18.68
Kenya,2017,Aircraft,6.2
Kenya,2019,Aircraft,4.2
Kenya,2019,Artillery,1.44
Kenya,2020,Aircraft,3.3
Kenya,2020,Armoured vehicles,4.4
Kenya,2020,Engines,9.0
Kenya,2024,Aircraft,2.48
Kosovo,2018,Armoured vehicles,1.17
Kosovo,2020,Armoured vehicles,3.25
Kosovo,2021,Armoured vehicles,8.8
Kosovo,2022,Engines,0.1
Kosovo,2023,Engines,0.1
Kuwait,1990,Sensors,5.0
Kuwait,1991,Aircraft,37.5
Kuwait,1991,Missiles,3.75
Kuwait,1992,Aircraft,862.5
Kuwait,1992,Missiles,33.85
Kuwait,1993,Aircraft,600.0
Kuwait,1993,Missiles,52.6
Kuwait,1993,Sensors,11.0
Kuwait,1994,Armoured vehicles,6.9
Kuwait,1994,Missiles,6.0
Kuwait,1994,Sensors,5.0
Kuwait,1995,Air-defence systems,141.0
Kuwait,1995,Armoured vehicles,92.9
Kuwait,1995,Engines,8.0
Kuwait,1995,Missiles,106.55
Kuwait,1995,Other,36.0
Kuwait,1995,Sensors,10.0
Kuwait,1996,Air-defence systems,141.0
Kuwait,1996,Armoured vehicles,689.0
Kuwait,1996,Missiles,106.56
Kuwait,1996,Other,66.0
Kuwait,1997,Armoured vehicles,234.0
Kuwait,1997,Missiles,37.55
Kuwait,1997,Other,39.6
Kuwait,1998,Other,4.2
Kuwait,1998,Sensors,10.0
Kuwait,1999,Other,4.8
Kuwait,2003,Missiles,18.9
Kuwait,2005,Sensors,5.0
Kuwait,2006,Sensors,5.0
Kuwait,2007,Aircraft,248.0
Kuwait,2007,Missiles,16.12
Kuwait,2007,Sensors,24.0
Kuwait,2009,Missiles,1.27
Kuwait,2010,Armoured vehicles,2.0
Kuwait,2010,Missiles,35.0
Kuwait,2011,Armoured vehicles,6.0
Kuwait,2011,Missiles,21.02
Kuwait,2011,Ships,9.2
Kuwait,2012,Missiles,8.36
Kuwait,2012,Ships,13.8
Kuwait,2013,Missiles,19.8
Kuwait,2013,Other,9.0
Kuwait,2013,Ships,23.0
Kuwait,2014,Air-defence systems,110.0
Kuwait,2014,Aircraft,415.0
Kuwait,2014,Missiles,149.8
Kuwait,2014,Other,15.0
Kuwait,2015,Air-defence systems,110.0
Kuwait,2015,Missiles,157.8
Kuwait,2016,Air-defence systems,110.0
Kuwait,2016,Missiles,16.18
Kuwait,2017,Air-defence systems,55.0
Kuwait,2017,Missiles,1.02
Kuwait,2018,Air-defence systems,55.0
Kuwait,2018,Sensors,7.0
Kuwait,2019,Sensors,7.0
Kuwait,2021,Armoured vehicles,563.0
Kuwait,2022,Aircraft,1400.0
Kuwait,2022,Armoured vehicles,565.0
Kuwait,2022,Missiles,41.0
Kuwait,2022,Sensors,4.0
Kuwait,2023,Missiles,53.0
Kuwait,2023,Sensors,21.0
Kuwait,2024,Missiles,5.0
Kuwait,2024,Sensors,7.0
Latvia,2003,Sensors,11.0
Latvia,2009,Sensors,11.0
Latvia,2010,Armoured vehicles,3.2
Latvia,2010,Sensors,11.0
Latvia,2016,Sensors,20.0
Latvia,2018,Sensors,11.0
Latvia,2019,Sensors,22.0
Latvia,2022,Aircraft,14.5
Lebanon,1994,Armoured vehicles,17.5
Lebanon,1995,Aircraft,16.77
Lebanon,1995,Armoured vehicles,25.0
Lebanon,1996,Armoured vehicles,26.93
Lebanon,1997,Armoured vehicles,8.8
Lebanon,1998,Armoured vehicles,6.8
Lebanon,1998,Artillery,1.0
Lebanon,1999,Aircraft,4.19
Lebanon,2000,Aircraft,4.19
Lebanon,2000,Armoured vehicles,0.1
Lebanon,2005,Aircraft,1.0
Lebanon,2009,Aircraft,1.0
Lebanon,2009,Artillery,13.94
Lebanon,2009,Missiles,1.0
Lebanon,2010,Artillery,10.2
Lebanon,2012,Aircraft,18.6
Lebanon,2012,Ships,12.2
Lebanon,2013,Aircraft,0.66
Lebanon,2013,Armoured vehicles,20.0
Lebanon,2013,Artillery,2.4
Lebanon,2014,Missiles,5.0
Lebanon,2015,Armoured vehicles,1.25
Lebanon,2015,Artillery,24.48
Lebanon,2015,Missiles,11.97
Lebanon,2016,Aircraft,10.3
Lebanon,2016,Armoured vehicles,2.6
Lebanon,2016,Artillery,13.6
Lebanon,2017,Aircraft,9.3
Lebanon,2017,Armoured vehicles,17.16
Lebanon,2017,Missiles,1.4
Lebanon,2018,Aircraft,0.5
Lebanon,2018,Armoured vehicles,5.12
Lebanon,2018,Missiles,19.92
Lebanon,2019,Aircraft,0.24
Lebanon,2019,Armoured vehicles,28.54
Lebanon,2019,Missiles,20.0
Lebanon,2020,Aircraft,1.4
Lebanon,2020,Artillery,6.0
Lebanon,2020,Missiles,37.5
Lebanon,2021,Aircraft,12.100000000000001
Lebanon,2021,Artillery,3.0
Lebanon,2021,Missiles,27.5
Lebanon,2022,Aircraft,9.3
Lebanon,2022,Artillery,16.0
Lebanon,2022,Missiles,5.0
Lebanon,2023,Artillery,9.25
Lebanon,2023,Ships,5.04
Lesotho,1998,Aircraft,5.0
Liberia,2022,Armoured vehicles,0.25
Libya,2012,Engines,2.5
Libya,2016,Engines,0.4
Libya,2019,Engines,0.75
Lithuania,2002,Missiles,1.11
Lithuania,2003,Missiles,1.11
Lithuania,2004,Armoured vehicles,2.6
Lithuania,2005,Armoured vehicles,2.6
Lithuania,2006,Engines,3.0
Lithuania,2006,Sensors,10.0
Lithuania,2007,Missiles,4.32
Lithuania,2008,Engines,3.0
Lithuania,2009,Engines,3.0
Lithuania,2012,Aircraft,0.2
Lithuania,2015,Missiles,1.8
Lithuania,2017,Missiles,3.6
Lithuania,2019,Missiles,1.5
Lithuania,2020,Missiles,31.5
Lithuania,2020,Sensors,5.0
Lithuania,2021,Armoured vehicles,9.0
Lithuania,2021,Missiles,31.5
Lithuania,2021,Sensors,5.0
