Recipient,Delivery year,Armament category,Total TIV
Lithuania,2022,Armoured vehicles,9.0
Lithuania,2022,Missiles,33.0
Lithuania,2023,Armoured vehicles,18.0
Lithuania,2023,Missiles,2.1
Lithuania,2024,Armoured vehicles,33.3
Lithuania,2024,Missiles,10.5
Luxembourg,1996,Armoured vehicles,3.12
Luxembourg,1999,Armoured vehicles,1.17
Luxembourg,2003,Missiles,1.0
Luxembourg,2022,Aircraft,0.28
Malawi,1990,Aircraft,8.5
Malaysia,1991,Aircraft,28.0
Malaysia,1994,Aircraft,30.0
Malaysia,1994,Sensors,21.0
Malaysia,1995,Aircraft,140.0
Malaysia,1995,Sensors,6.0
Malaysia,1995,Ships,30.17
Malaysia,1997,Aircraft,300.0
Malaysia,1997,Missiles,35.4
Malaysia,1999,Engines,6.0
Malaysia,2002,Engines,1.95
Malaysia,2002,Other,6.0
Malaysia,2003,Engines,7.88
Malaysia,2003,Other,12.6
Malaysia,2003,Sensors,6.75
Malaysia,2004,Engines,2.5
Malaysia,2004,Sensors,6.75
Malaysia,2005,Engines,1.0
Malaysia,2006,Engines,11.0
Malaysia,2006,Missiles,1.8
Malaysia,2007,Missiles,13.8
Malaysia,2009,Engines,10.0
Malaysia,2010,Engines,11.68
Malaysia,2011,Missiles,2.2
Malaysia,2013,Aircraft,5.78
Malaysia,2014,Sensors,10.0
Malaysia,2015,Missiles,3.6
Malaysia,2016,Engines,0.3
Malaysia,2016,Missiles,6.0
Malaysia,2016,Sensors,3.3
Malaysia,2017,Engines,0.3
Malaysia,2017,Sensors,3.3
Malaysia,2019,Engines,1.0
Malaysia,2020,Aircraft,0.24
Malaysia,2020,Engines,1.0
Malaysia,2022,Aircraft,18.24
Malaysia,2022,Sensors,7.5
Malaysia,2023,Engines,1.0
Mali,1994,Aircraft,0.42
Mali,1997,Aircraft,8.5
Mali,1998,Aircraft,4.25
Mali,2020,Engines,5.0
Malta,2002,Ships,4.2
Malta,2004,Ships,4.2
Malta,2011,Aircraft,7.5
Malta,2012,Aircraft,7.5
Malta,2017,Aircraft,7.5
Mauritania,1998,Aircraft,4.25
Mauritania,2014,Aircraft,2.0
Mexico,1990,Aircraft,21.3
Mexico,1990,Ships,3.12
Mexico,1991,Aircraft,15.3
Mexico,1991,Ships,1.56
Mexico,1992,Aircraft,6.0
Mexico,1993,Aircraft,52.54
Mexico,1993,Ships,97.8
Mexico,1994,Aircraft,38.86
Mexico,1994,Armoured vehicles,5.6
Mexico,1994,Ships,9.8
Mexico,1996,Aircraft,36.14
Mexico,1996,Ships,4.8
Mexico,1997,Aircraft,60.019999999999996
Mexico,1997,Ships,220.0
Mexico,1998,Aircraft,2.98
Mexico,1998,Engines,2.4
Mexico,1998,Missiles,3.0
Mexico,1999,Aircraft,18.2
Mexico,1999,Engines,7.2
Mexico,1999,Ships,3.0
Mexico,2000,Aircraft,9.57
Mexico,2000,Engines,4.8
Mexico,2000,Ships,110.0
Mexico,2001,Engines,2.4
Mexico,2001,Ships,140.17000000000002
Mexico,2002,Aircraft,29.2
Mexico,2002,Ships,30.17
Mexico,2003,Engines,7.2
Mexico,2004,Aircraft,44.8
Mexico,2004,Engines,7.8
Mexico,2004,Sensors,37.5
Mexico,2005,Sensors,7.5
Mexico,2006,Aircraft,1.8
Mexico,2006,Sensors,27.5
Mexico,2008,Aircraft,23.0
Mexico,2009,Aircraft,27.0
Mexico,2010,Aircraft,15.0
Mexico,2010,Armoured vehicles,0.84
Mexico,2010,Engines,4.0
Mexico,2010,Sensors,5.0
Mexico,2011,Aircraft,43.5
Mexico,2011,Armoured vehicles,34.16
Mexico,2011,Engines,6.4
Mexico,2011,Sensors,2.5
Mexico,2012,Aircraft,12.0
Mexico,2012,Armoured vehicles,2.8
Mexico,2012,Engines,14.4
Mexico,2012,Sensors,18.5
Mexico,2013,Armoured vehicles,2.8
Mexico,2013,Sensors,33.0
Mexico,2014,Aircraft,24.55
Mexico,2014,Armoured vehicles,3.22
Mexico,2015,Aircraft,172.8
Mexico,2015,Armoured vehicles,13.0
Mexico,2015,Engines,2.0
Mexico,2015,Sensors,5.0
Mexico,2016,Aircraft,218.67
Mexico,2016,Armoured vehicles,13.0
Mexico,2017,Aircraft,146.75
Mexico,2018,Aircraft,5.0
Mexico,2020,Missiles,15.42
Mexico,2020,Naval weapons,5.0
Montenegro,2018,Aircraft,15.0
Montenegro,2020,Aircraft,0.9
Montenegro,2020,Armoured vehicles,3.6
Montenegro,2021,Aircraft,0.9
Montenegro,2022,Armoured vehicles,1.8
Montenegro,2024,Armoured vehicles,5.4
Morocco,1990,Aircraft,21.0
Morocco,1990,Engines,7.0
Morocco,1991,Armoured vehicles,43.2
Morocco,1993,Armoured vehicles,86.4
Morocco,1994,Armoured vehicles,86.4
Morocco,1994,Ships,30.17
Morocco,1996,Air-defence systems,20.0
Morocco,1996,Aircraft,10.08
Morocco,1996,Armoured vehicles,4.32
Morocco,1997,Air-defence systems,0.32
Morocco,1997,Armoured vehicles,110.16
Morocco,1997,Artillery,26.4
Morocco,1999,Armoured vehicles,8.28
Morocco,2000,Artillery,7.2
Morocco,2006,Armoured vehicles,19.9
Morocco,2009,Armoured vehicles,2.6
Morocco,2010,Armoured vehicles,8.6
Morocco,2010,Engines,6.0
Morocco,2010,Missiles,2.8
Morocco,2010,Sensors,18.0
Morocco,2011,Aircraft,412.0
Morocco,2011,Armoured vehicles,0.9
Morocco,2011,Engines,6.0
Morocco,2011,Missiles,7.2
Morocco,2011,Sensors,28.0
Morocco,2012,Aircraft,380.0
Morocco,2012,Artillery,30.0
Morocco,2012,Missiles,2.2
Morocco,2012,Sensors,20.0
Morocco,2013,Armoured vehicles,19.4
Morocco,2013,Missiles,5.2
Morocco,2013,Sensors,20.0
Morocco,2014,Engines,7.0
Morocco,2014,Missiles,1.8
Morocco,2015,Aircraft,35.64
Morocco,2015,Missiles,11.2
Morocco,2016,Armoured vehicles,233.0
Morocco,2016,Artillery,35.0
Morocco,2016,Missiles,9.0
Morocco,2017,Armoured vehicles,424.28
Morocco,2017,Missiles,10.4
Morocco,2018,Aircraft,5.7
Morocco,2018,Armoured vehicles,320.0
Morocco,2018,Missiles,7.0
Morocco,2019,Aircraft,22.0
Morocco,2019,Armoured vehicles,21.72
Morocco,2019,Missiles,4.0
Morocco,2020,Missiles,7.24
Morocco,2021,Missiles,5.640000000000001
Morocco,2022,Aircraft,25.0
Morocco,2022,Armoured vehicles,324.0
Morocco,2023,Armoured vehicles,324.0
Namibia,1994,Aircraft,0.84
Namibia,1995,Aircraft,2.4
Namibia,2012,Engines,5.0
Nepal,2019,Aircraft,1.1
Nepal,2019,Engines,1.0
Netherlands,1990,Aircraft,206.5
Netherlands,1990,Missiles,61.0
Netherlands,1991,Aircraft,206.5
Netherlands,1991,Missiles,65.8
Netherlands,1991,Naval weapons,10.0
Netherlands,1992,Aircraft,144.55
Netherlands,1992,Missiles,49.3
Netherlands,1992,Naval weapons,5.0
Netherlands,1993,Missiles,68.78
Netherlands,1993,Naval weapons,10.0
Netherlands,1994,Aircraft,56.0
Netherlands,1994,Missiles,61.8
Netherlands,1994,Naval weapons,10.0
Netherlands,1994,Other,10.0
Netherlands,1995,Aircraft,1.72
Netherlands,1995,Missiles,21.3
Netherlands,1995,Naval weapons,5.0
Netherlands,1995,Other,10.0
Netherlands,1996,Aircraft,67.2
Netherlands,1996,Missiles,28.75
Netherlands,1996,Sensors,3.0
Netherlands,1997,Aircraft,0.45
Netherlands,1997,Missiles,16.0
Netherlands,1997,Sensors,45.0
Netherlands,1998,Aircraft,134.0
Netherlands,1998,Missiles,59.5
Netherlands,1998,Sensors,60.0
Netherlands,1999,Aircraft,113.5
Netherlands,1999,Missiles,66.9
Netherlands,1999,Sensors,60.0
Netherlands,2000,Aircraft,62.0
Netherlands,2000,Missiles,29.9
Netherlands,2000,Sensors,30.0
Netherlands,2001,Aircraft,108.5
Netherlands,2001,Missiles,21.5
Netherlands,2001,Sensors,27.5
Netherlands,2002,Aircraft,155.0
Netherlands,2002,Missiles,22.3
Netherlands,2002,Naval weapons,20.0
Netherlands,2002,Sensors,4.5
Netherlands,2003,Missiles,23.42
Netherlands,2003,Naval weapons,20.0
Netherlands,2003,Sensors,1.5
Netherlands,2004,Aircraft,40.0
Netherlands,2004,Missiles,34.78
Netherlands,2004,Naval weapons,20.0
Netherlands,2005,Missiles,25.98
Netherlands,2005,Naval weapons,20.0
Netherlands,2005,Sensors,5.0
Netherlands,2006,Air-defence systems,220.0
Netherlands,2006,Engines,0.75
Netherlands,2006,Missiles,10.7
Netherlands,2007,Engines,0.15
Netherlands,2007,Missiles,20.0
Netherlands,2007,Other,0.85
Netherlands,2008,Engines,0.5700000000000001
Netherlands,2008,Missiles,8.32
Netherlands,2009,Engines,1.1099999999999999
Netherlands,2009,Missiles,59.599999999999994
Netherlands,2010,Aircraft,22.4
Netherlands,2010,Missiles,6.8
Netherlands,2010,Sensors,6.0
Netherlands,2011,Missiles,4.0
Netherlands,2011,Sensors,4.0
Netherlands,2012,Aircraft,80.48
Netherlands,2012,Engines,0.75
Netherlands,2012,Missiles,6.0
Netherlands,2012,Sensors,4.0
Netherlands,2013,Aircraft,150.24
Netherlands,2013,Engines,2.25
Netherlands,2013,Missiles,26.86
Netherlands,2013,Sensors,6.0
Netherlands,2015,Missiles,8.0
Netherlands,2015,Sensors,2.0
Netherlands,2016,Engines,0.12
Netherlands,2016,Missiles,24.04
Netherlands,2016,Sensors,19.0
Netherlands,2017,Engines,0.48
Netherlands,2017,Missiles,8.5
Netherlands,2017,Sensors,14.0
Netherlands,2018,Aircraft,0.42
Netherlands,2018,Missiles,51.56
Netherlands,2019,Aircraft,440.0
Netherlands,2019,Missiles,52.8
Netherlands,2020,Aircraft,515.0
Netherlands,2020,Missiles,58.0
Netherlands,2021,Aircraft,465.0
Netherlands,2021,Engines,0.18
Netherlands,2021,Missiles,40.0
Netherlands,2022,Aircraft,685.0
Netherlands,2022,Missiles,31.24
Netherlands,2023,Aircraft,340.0
Netherlands,2023,Missiles,22.560000000000002
Netherlands,2024,Aircraft,310.0
Netherlands,2024,Missiles,5.0
New Zealand,1990,Sensors,12.0
New Zealand,1991,Sensors,6.0
New Zealand,1992,Missiles,9.0
New Zealand,1995,Naval weapons,7.0
New Zealand,1996,Naval weapons,7.0
New Zealand,1997,Aircraft,5.85
New Zealand,1997,Engines,7.0
New Zealand,1997,Missiles,2.4
New Zealand,1997,Naval weapons,25.25
New Zealand,1997,Sensors,5.0
New Zealand,1998,Aircraft,13.02
New Zealand,1999,Engines,7.0
New Zealand,1999,Missiles,2.6
New Zealand,1999,Naval weapons,25.25
New Zealand,1999,Sensors,5.0
New Zealand,2001,Aircraft,45.0
New Zealand,2002,Aircraft,15.0
New Zealand,2003,Aircraft,15.0
New Zealand,2003,Engines,2.6
New Zealand,2003,Other,30.6
New Zealand,2004,Engines,2.65
New Zealand,2004,Other,61.2
New Zealand,2006,Missiles,0.72
New Zealand,2007,Missiles,1.32
New Zealand,2008,Missiles,2.88
New Zealand,2014,Aircraft,59.0
New Zealand,2014,Missiles,0.3
New Zealand,2015,Aircraft,83.0
New Zealand,2018,Aircraft,5.7
New Zealand,2019,Aircraft,2.85
New Zealand,2020,Aircraft,2.85
New Zealand,2021,Missiles,4.55
New Zealand,2022,Aircraft,125.0
New Zealand,2022,Missiles,5.0
New Zealand,2023,Aircraft,375.0
New Zealand,2023,Engines,1.29
New Zealand,2023,Missiles,15.0
New Zealand,2024,Aircraft,200.0
Niger,2013,Aircraft,2.0
Niger,2015,Aircraft,9.26
Niger,2016,Armoured vehicles,0.4
Niger,2019,Armoured vehicles,2.6
Niger,2020,Armoured vehicles,4.4
Niger,2021,Aircraft,11.2
Niger,2021,Armoured vehicles,3.2
Niger,2022,Aircraft,11.2
Nigeria,1990,Aircraft,0.13
Nigeria,1991,Aircraft,0.13
Nigeria,1992,Engines,2.75
Nigeria,1993,Aircraft,1.56
Nigeria,1993,Engines,2.31
Nigeria,1994,Aircraft,1.56
Nigeria,1994,Engines,1.98
Nigeria,1995,Aircraft,1.56
Nigeria,1996,Aircraft,1.56
Nigeria,1997,Aircraft,1.17
Nigeria,2002,Ships,4.0
Nigeria,2003,Ships,12.0
Nigeria,2011,Ships,54.0
Nigeria,2014,Aircraft,8.55
Nigeria,2014,Ships,54.0
Nigeria,2015,Aircraft,7.2
Nigeria,2016,Aircraft,3.6
Nigeria,2016,Armoured vehicles,2.88
Nigeria,2017,Engines,1.25
Nigeria,2018,Aircraft,3.6
Nigeria,2021,Engines,1.25
Nigeria,2021,Missiles,4.0
Nigeria,2023,Aircraft,2.85
Nigeria,2023,Engines,2.0
Nigeria,2024,Aircraft,2.85
Nigeria,2024,Engines,4.0
North Macedonia,1998,Artillery,3.24
North Macedonia,1999,Artillery,3.24
North Macedonia,2000,Aircraft,5.0
North Macedonia,2001,Aircraft,0.14
North Macedonia,2006,Armoured vehicles,0.13
North Macedonia,2022,Armoured vehicles,1.08
North Macedonia,2023,Armoured vehicles,4.68
North Macedonia,2024,Armoured vehicles,1.08
Norway,1990,Aircraft,66.9
Norway,1990,Missiles,10.0
Norway,1990,Sensors,35.0
Norway,1991,Missiles,10.0
Norway,1992,Missiles,10.0
Norway,1993,Armoured vehicles,13.6
Norway,1993,Missiles,10.0
Norway,1994,Missiles,10.0
Norway,1995,Missiles,27.720000000000002
Norway,1995,Sensors,10.0
Norway,1996,Armoured vehicles,15.6
Norway,1996,Missiles,39.36
Norway,1996,Sensors,53.0
Norway,1997,Artillery,7.2
Norway,1997,Missiles,30.2
Norway,1997,Sensors,65.0
Norway,1998,Artillery,7.2
Norway,1998,Missiles,40.6
Norway,1998,Sensors,25.0
Norway,1999,Missiles,64.0
Norway,1999,Sensors,15.0
Norway,2000,Missiles,60.0
Norway,2000,Sensors,15.0
Norway,2001,Missiles,46.4
Norway,2001,Sensors,16.0
Norway,2002,Sensors,8.0
Norway,2003,Sensors,9.0
Norway,2004,Sensors,5.0
Norway,2005,Sensors,3.0
Norway,2006,Engines,7.0
Norway,2006,Missiles,9.89
Norway,2006,Naval weapons,20.0
Norway,2006,Sensors,32.0
Norway,2007,Engines,7.0
Norway,2007,Missiles,19.89
Norway,2007,Naval weapons,20.0
Norway,2007,Sensors,29.0
Norway,2008,Aircraft,40.0
Norway,2008,Engines,8.8
Norway,2008,Missiles,15.0
Norway,2008,Naval weapons,20.0
Norway,2008,Sensors,29.0
Norway,2009,Aircraft,40.0
Norway,2009,Engines,8.8
Norway,2009,Missiles,7.0
Norway,2009,Naval weapons,20.0
Norway,2009,Sensors,29.0
Norway,2010,Aircraft,80.0
Norway,2010,Engines,10.8
Norway,2011,Engines,12.4
Norway,2011,Missiles,12.0
Norway,2011,Naval weapons,20.0
Norway,2011,Sensors,29.0
Norway,2012,Aircraft,40.0
Norway,2012,Engines,10.8
Norway,2012,Missiles,14.0
Norway,2013,Engines,5.4
Norway,2013,Missiles,14.0
Norway,2014,Missiles,1.0
Norway,2015,Aircraft,110.0
Norway,2015,Missiles,2.38
Norway,2016,Aircraft,110.0
Norway,2016,Missiles,2.38
Norway,2017,Aircraft,330.0
Norway,2018,Aircraft,330.0
Norway,2018,Missiles,30.6
Norway,2019,Aircraft,330.0
Norway,2019,Engines,3.0
Norway,2020,Aircraft,330.0
Norway,2020,Missiles,10.0
Norway,2021,Aircraft,455.0
Norway,2021,Missiles,9.0
Norway,2022,Aircraft,665.0
Norway,2022,Missiles,27.0
Norway,2023,Aircraft,165.0
Norway,2023,Missiles,20.0
Norway,2024,Aircraft,330.0
Norway,2024,Missiles,3.6
Oman,1990,Armoured vehicles,36.12
Oman,1993,Aircraft,2.1
Oman,1993,Missiles,3.63
Oman,1994,Missiles,3.74
Oman,1994,Sensors,12.0
Oman,1995,Engines,0.45
Oman,1995,Missiles,3.63
Oman,1995,Sensors,6.0
Oman,1996,Armoured vehicles,25.2
Oman,1996,Engines,1.5
Oman,1997,Armoured vehicles,3.0
Oman,1997,Engines,0.45
Oman,1997,Missiles,1.0
Oman,1998,Missiles,12.1
Oman,2001,Engines,0.72
Oman,2002,Engines,2.8200000000000003
Oman,2002,Missiles,2.81
Oman,2003,Engines,0.8999999999999999
Oman,2003,Missiles,2.81
Oman,2004,Engines,8.0
Oman,2005,Aircraft,124.0
Oman,2005,Engines,8.0
Oman,2005,Missiles,2.0
Oman,2005,Sensors,6.0
Oman,2006,Aircraft,186.0
Oman,2006,Missiles,77.43
Oman,2006,Sensors,15.0
Oman,2007,Missiles,3.75
Oman,2007,Sensors,8.0
Oman,2008,Aircraft,62.0
Oman,2008,Sensors,6.0
Oman,2009,Missiles,3.0
Oman,2010,Missiles,3.0
Oman,2012,Aircraft,40.0
Oman,2013,Aircraft,40.0
Oman,2014,Aircraft,412.0
Oman,2014,Missiles,28.2
Oman,2014,Sensors,34.0
Oman,2015,Aircraft,5.6
Oman,2016,Air-defence systems,11.34
Oman,2016,Aircraft,8.4
Oman,2016,Missiles,110.28
Oman,2016,Sensors,5.0
Oman,2017,Missiles,89.16
Oman,2020,Missiles,4.0
Oman,2021,Missiles,4.0
Oman,2022,Aircraft,0.21
Pakistan,1990,Armoured vehicles,4.5
Pakistan,1990,Missiles,28.1
Pakistan,1991,Armoured vehicles,6.25
Pakistan,1991,Missiles,19.8
Pakistan,1992,Armoured vehicles,25.0
Pakistan,1993,Aircraft,1.0
Pakistan,1993,Armoured vehicles,25.0
Pakistan,1994,Armoured vehicles,25.0
Pakistan,1994,Engines,3.6
Pakistan,1995,Armoured vehicles,25.0
Pakistan,1996,Aircraft,55.0
Pakistan,1996,Armoured vehicles,25.0
Pakistan,1996,Artillery,20.4
Pakistan,1996,Missiles,64.8
Pakistan,1996,Sensors,20.0
Pakistan,1997,Aircraft,110.0
Pakistan,1997,Armoured vehicles,25.0
Pakistan,1998,Armoured vehicles,25.0
Pakistan,1999,Armoured vehicles,7.5
Pakistan,2000,Armoured vehicles,11.1
Pakistan,2001,Armoured vehicles,15.0
Pakistan,2002,Aircraft,18.5
Pakistan,2002,Armoured vehicles,24.0
Pakistan,2002,Missiles,2.0
Pakistan,2003,Armoured vehicles,24.0
Pakistan,2003,Engines,3.6
Pakistan,2004,Aircraft,45.0
Pakistan,2004,Armoured vehicles,24.0
Pakistan,2004,Engines,3.0
Pakistan,2005,Aircraft,142.14
Pakistan,2005,Armoured vehicles,24.0
Pakistan,2005,Engines,3.75
Pakistan,2006,Aircraft,47.52
Pakistan,2006,Armoured vehicles,24.0
Pakistan,2006,Engines,3.75
Pakistan,2006,Missiles,30.0
Pakistan,2007,Aircraft,282.38
Pakistan,2007,Armoured vehicles,24.0
Pakistan,2007,Artillery,13.5
Pakistan,2007,Engines,7.3
Pakistan,2007,Missiles,71.0
Pakistan,2008,Aircraft,218.9
Pakistan,2008,Armoured vehicles,24.0
Pakistan,2008,Artillery,10.0
Pakistan,2008,Engines,2.5
Pakistan,2008,Missiles,15.07
Pakistan,2008,Sensors,33.0
Pakistan,2009,Aircraft,51.7
Pakistan,2009,Armoured vehicles,24.0
Pakistan,2009,Artillery,10.0
Pakistan,2009,Engines,4.8
Pakistan,2009,Missiles,20.0
Pakistan,2009,Sensors,41.0
Pakistan,2010,Aircraft,755.2
Pakistan,2010,Armoured vehicles,31.0
Pakistan,2010,Artillery,24.0
Pakistan,2010,Engines,6.6
Pakistan,2010,Missiles,199.4
Pakistan,2010,Sensors,18.0
Pakistan,2011,Aircraft,29.2
Pakistan,2011,Armoured vehicles,30.9
Pakistan,2011,Missiles,6.98
Pakistan,2011,Sensors,4.0
Pakistan,2011,Ships,198.0
Pakistan,2012,Aircraft,232.2
Pakistan,2012,Armoured vehicles,24.0
Pakistan,2012,Sensors,20.0
Pakistan,2013,Aircraft,12.14
Pakistan,2013,Armoured vehicles,15.0
Pakistan,2013,Missiles,60.0
Pakistan,2013,Sensors,50.0
Pakistan,2014,Armoured vehicles,48.96
Pakistan,2014,Missiles,111.6
Pakistan,2014,Sensors,40.0
Pakistan,2015,Aircraft,16.0
Pakistan,2015,Armoured vehicles,66.34
Pakistan,2015,Missiles,8.43
Pakistan,2015,Sensors,5.0
Pakistan,2016,Aircraft,6.0
Pakistan,2016,Armoured vehicles,27.26
Pakistan,2016,Sensors,10.0
Pakistan,2017,Aircraft,1.0
Pakistan,2017,Armoured vehicles,14.9
Pakistan,2017,Ships,7.36
Pakistan,2018,Aircraft,11.0
Pakistan,2018,Armoured vehicles,16.0
Pakistan,2020,Aircraft,2.0
Pakistan,2020,Engines,9.6
Pakistan,2023,Engines,7.0
Pakistan,2024,Aircraft,3.0
Papua New Guinea,1991,Engines,1.0
Papua New Guinea,1992,Engines,1.0
Paraguay,2011,Aircraft,1.0
Paraguay,2012,Aircraft,1.1
Paraguay,2013,Aircraft,0.1
Paraguay,2021,Aircraft,2.0
Peru,1991,Aircraft,15.0
Peru,1992,Aircraft,12.0
Peru,1993,Aircraft,2.5
Peru,1996,Aircraft,22.0
Peru,1996,Ships,2.0
Peru,1997,Aircraft,4.48
Peru,1998,Ships,12.0
Peru,1999,Aircraft,1.2
Peru,2001,Aircraft,1.0
Peru,2002,Aircraft,14.0
Peru,2003,Aircraft,21.7
Peru,2004,Aircraft,46.5
Peru,2005,Aircraft,24.8
Peru,2006,Aircraft,21.7
Peru,2009,Aircraft,2.0
Peru,2010,Aircraft,4.8
Peru,2011,Aircraft,7.02
Peru,2013,Aircraft,2.8
Peru,2015,Aircraft,1.45
Peru,2015,Engines,9.24
Peru,2016,Engines,0.72
Peru,2017,Engines,3.0
Peru,2019,Aircraft,0.33
Peru,2020,Aircraft,0.8300000000000001
Peru,2021,Aircraft,0.72
Peru,2022,Aircraft,13.96
Peru,2024,Aircraft,4.4
Philippines,1990,Aircraft,11.2
Philippines,1991,Aircraft,13.2
Philippines,1992,Aircraft,42.24
Philippines,1993,Aircraft,6.640000000000001
Philippines,1993,Ships,38.0
Philippines,1994,Aircraft,2.1
Philippines,1994,Engines,2.4
Philippines,1994,Ships,38.0
Philippines,1995,Aircraft,1.4
Philippines,1995,Armoured vehicles,2.1
Philippines,1996,Armoured vehicles,1.5
Philippines,1997,Aircraft,10.0
Philippines,1997,Armoured vehicles,3.55
Philippines,1998,Aircraft,30.56
Philippines,1998,Armoured vehicles,0.6499999999999999
Philippines,2001,Aircraft,9.2
Philippines,2002,Aircraft,5.24
Philippines,2003,Aircraft,3.14
Philippines,2004,Aircraft,11.08
Philippines,2004,Engines,0.03
Philippines,2004,Ships,8.6
Philippines,2005,Aircraft,12.49
Philippines,2006,Aircraft,8.65
Philippines,2006,Armoured vehicles,4.8
Philippines,2007,Aircraft,12.21
Philippines,2007,Engines,0.36
Philippines,2008,Aircraft,10.48
Philippines,2009,Aircraft,0.24
Philippines,2009,Engines,0.18
Philippines,2011,Aircraft,5.24
Philippines,2011,Missiles,0.44
Philippines,2011,Ships,54.0
Philippines,2012,Sensors,6.0
Philippines,2013,Armoured vehicles,1.3
Philippines,2013,Ships,54.0
Philippines,2014,Aircraft,12.1
Philippines,2015,Aircraft,30.0
Philippines,2015,Armoured vehicles,11.4
Philippines,2015,Engines,4.4
Philippines,2016,Aircraft,22.4
Philippines,2016,Engines,5.28
Philippines,2016,Ships,54.0
Philippines,2017,Aircraft,2.0
Philippines,2017,Engines,17.6
Philippines,2017,Missiles,3.75
Philippines,2018,Aircraft,0.24
Philippines,2018,Engines,2.2
Philippines,2019,Engines,2.4
Philippines,2019,Missiles,7.5
Philippines,2020,Aircraft,43.5
Philippines,2020,Missiles,9.5
Philippines,2020,Sensors,7.5
Philippines,2021,Aircraft,84.02
Philippines,2021,Sensors,7.5
Philippines,2022,Aircraft,0.4
Philippines,2022,Engines,4.0
Philippines,2023,Aircraft,1.0
Philippines,2023,Ships,17.2
Philippines,2024,Aircraft,83.7
Philippines,2024,Engines,2.0
Poland,1991,Aircraft,1.4
Poland,1995,Aircraft,0.88
Poland,2000,Missiles,1.7
Poland,2000,Ships,120.0
Poland,2001,Missiles,3.3
Poland,2001,Sensors,4.5
Poland,2002,Aircraft,12.0
Poland,2002,Missiles,5.0
Poland,2002,Sensors,0.5
Poland,2002,Ships,120.0
Poland,2003,Aircraft,12.0
Poland,2003,Sensors,2.0
Poland,2004,Sensors,4.5
Poland,2005,Missiles,5.44
Poland,2005,Sensors,5.5
Poland,2006,Aircraft,279.0
Poland,2006,Missiles,59.04
Poland,2006,Sensors,8.0
Poland,2007,Aircraft,775.0
Poland,2007,Missiles,44.0
Poland,2007,Sensors,31.0
Poland,2008,Aircraft,434.0
Poland,2008,Armoured vehicles,10.5
Poland,2008,Missiles,38.8
Poland,2008,Sensors,11.0
Poland,2009,Aircraft,35.04
Poland,2009,Armoured vehicles,3.5
Poland,2009,Missiles,53.0
Poland,2010,Aircraft,31.759999999999998
Poland,2010,Armoured vehicles,9.6
Poland,2011,Aircraft,16.24
Poland,2012,Aircraft,15.84
Poland,2014,Armoured vehicles,1.0
Poland,2015,Armoured vehicles,3.5
Poland,2017,Engines,16.0
Poland,2017,Missiles,1.28
Poland,2018,Aircraft,0.35
Poland,2018,Missiles,5.4
Poland,2019,Aircraft,29.0
Poland,2019,Engines,7.0
Poland,2019,Missiles,32.04
Poland,2020,Engines,8.0
Poland,2020,Missiles,61.54
Poland,2021,Missiles,30.5
Poland,2022,Aircraft,27.599999999999998
Poland,2022,Armoured vehicles,88.9
Poland,2022,Engines,8.0
Poland,2022,Missiles,43.1
Poland,2023,Air-defence systems,110.0
Poland,2023,Aircraft,25.7
Poland,2023,Armoured vehicles,79.46
Poland,2023,Artillery,19.8
Poland,2023,Engines,33.15
Poland,2023,Missiles,340.96000000000004
Poland,2024,Air-defence systems,110.0
Poland,2024,Aircraft,179.5
Poland,2024,Armoured vehicles,131.85999999999999
Poland,2024,Artillery,2.2
Poland,2024,Engines,2.25
Poland,2024,Missiles,218.0
Portugal,1990,Sensors,20.759999999999998
Portugal,1991,Aircraft,28.0
Portugal,1991,Engines,42.0
Portugal,1991,Missiles,62.39
Portugal,1991,Naval weapons,36.0
Portugal,1991,Sensors,5.0
Portugal,1992,Missiles,5.0
Portugal,1993,Armoured vehicles,67.2
Portugal,1993,Missiles,5.0
Portugal,1993,Sensors,18.75
Portugal,1994,Aircraft,413.0
Portugal,1994,Armoured vehicles,9.0
Portugal,1994,Missiles,8.6
Portugal,1994,Sensors,5.0
Portugal,1995,Armoured vehicles,10.08
Portugal,1995,Missiles,5.0
Portugal,1996,Armoured vehicles,4.859999999999999
Portugal,1996,Artillery,1.0
Portugal,1996,Missiles,3.2
Portugal,1997,Artillery,2.0
Portugal,1998,Armoured vehicles,5.95
Portugal,2000,Armoured vehicles,0.6
Portugal,2000,Artillery,1.6
Portugal,2001,Artillery,17.5
Portugal,2003,Aircraft,28.5
Portugal,2004,Aircraft,57.0
Portugal,2005,Aircraft,28.5
Portugal,2005,Missiles,4.6
Portugal,2006,Aircraft,28.5
Portugal,2006,Missiles,14.16
Portugal,2007,Aircraft,57.0
Portugal,2007,Engines,0.4
Portugal,2008,Aircraft,85.5
Portugal,2008,Engines,1.55
Portugal,2009,Aircraft,85.5
Portugal,2009,Engines,2.05
Portugal,2009,Missiles,1.0
Portugal,2010,Aircraft,85.5
Portugal,2010,Engines,2.15
Portugal,2011,Aircraft,85.5
Portugal,2011,Engines,2.15
Portugal,2012,Aircraft,28.5
Portugal,2014,Engines,0.4
Portugal,2016,Engines,0.7
Portugal,2019,Aircraft,28.5
Portugal,2020,Aircraft,28.5
Portugal,2021,Engines,2.0
Portugal,2021,Missiles,2.0
Portugal,2023,Engines,8.0
Portugal,2024,Engines,7.0
Qatar,1997,Engines,0.06
Qatar,1998,Engines,0.78
Qatar,1999,Engines,0.36
